query,name,site,subtypes,category,phone,full_address,city,rating,reviews_link,photos_count,photo,about,description,place_id,email_1,email_1_full_name,email_1_title,email_2,email_2_full_name,email_2_title,email_3,email_3_full_name,email_3_title,phone_1,phone_2,phone_3,facebook,instagram,linkedin,twitter,website_title,website_description,website_keywords
"Summer camp for rent , 94599, California, USA",Hilton Park Family Campground,http://riverbendresort.net/,Campground,Campground,+1 707-887-7662,"11820 River Rd, Forestville, CA 95436",Forestville,4.5,"https://search.google.com/local/reviews?placeid=ChIJDbKHs5YihIAR6KdpqeF9Wp4&q=Summer+camp+for+rent+,+94599,+California,+USA&authuser=0&hl=en&gl=US",21.0,https://lh5.googleusercontent.com/p/AF1QipOL4iB_T4GPqZnBVTXHDmsxTX4t4oanDnMi6Q_4=w800-h500-k-no,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Amenities"": {""Picnic tables"": true, ""Public restroom"": true}, ""Children"": {""Good for kids"": true}}",,ChIJDbKHs5YihIAR6KdpqeF9Wp4,rvsupport@riverbendresort.net,,,k.cox@riverbendresort.net,Kelly Cox,,,,,707.887.7662,,,http://www.facebook.com/RiverBendRussianRiver,http://www.instagram.com/riverbendresort,http://linkedin.com/company/river-bend-resort,,RIVER BEND,,
"Glamping sites with cabins, 95033, California, USA",Blooms Creek Campground,,Campground,Campground,,"Boulder Creek, CA 95006",Boulder Creek,4.6,"https://search.google.com/local/reviews?placeid=ChIJX3jxYktSjoARomPniTo4LWk&q=Glamping+sites+with+cabins,+95033,+California,+USA&authuser=0&hl=en&gl=US",75.0,https://lh5.googleusercontent.com/p/AF1QipMJkLrkGqjXJWkDMCYhtnaH2Qm4ieEJnFXbgDwZ=w800-h500-k-no,{},,ChIJX3jxYktSjoARomPniTo4LWk,,,,,,,,,,,,,,,,,,,
"Summer camp for rent , 95033, California, USA",Hidden Falls Girl Scout Camp,https://camp.gsnorcal.org/,Campground,Campground,+1 800-447-4475,"726 Olson Rd, Soquel, CA 95073",Soquel,4.8,"https://search.google.com/local/reviews?placeid=ChIJaQS_hKg5joARjztnXorrDb4&q=Summer+camp+for+rent+,+95033,+California,+USA&authuser=0&hl=en&gl=US",5.0,https://lh5.googleusercontent.com/p/AF1QipO88lCZvAQ6fabHkUbdO9boml-YKsQ1x8IaezJd=w800-h500-k-no,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}, ""Activities"": {""Hiking"": true}, ""Children"": {""Good for kids"": true}}",,ChIJaQS_hKg5joARjztnXorrDb4,campjobs@gsnorcal.org,,,registration@gsnorcal.org,,,info@gsnorcal.org,,,18004474475,18776361912,,https://www.facebook.com/gsnorcal,https://www.instagram.com/gsnorcal,https://www.linkedin.com/company/girl-scouts-of-northern-california/,https://twitter.com/gsnorcal,Home | GSNorCal Summer Camps,"Join us for an outdoor adventure at Girl Scout camp, where all girls have the opportunity to unplug, learn new skills, and discover their sense of self!","girl scout camp, summer camp, gsnorcal camp"
"Cabin rentals with bunk beds, 94020, California, USA",Silver Fork Campground,http://www.fs.usda.gov/recarea/eldorado/recarea/?recid=78505,Campground,Campground,+1 530-644-2324,"Silver Fork Rd, Kyburz, CA 95720",Kyburz,4.7,"https://search.google.com/local/reviews?placeid=ChIJ2aBZAQcfmoAROe96f4PlskY&q=Cabin+rentals+with+bunk+beds,+94020,+California,+USA&authuser=0&hl=en&gl=US",84.0,https://lh5.googleusercontent.com/p/AF1QipNdP4kJ41mQeo02My4pLUDcTvH7kbsHLPfbyQru=w800-h500-k-no,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Activities"": {""Hiking"": true}, ""Amenities"": {""Picnic tables"": true, ""Public restroom"": true}, ""Children"": {""Good for kids"": true}}",,ChIJ2aBZAQcfmoAROe96f4PlskY,f.beum@fs.usda.gov,Frank Beum,,jheider@fs.fed.us,Joan Heider,Manager,swetzsteon@fs.fed.us,Susan Wetzsteon,Business Management Assistant,19286358200,19366398501,16182537114,https://www.facebook.com/USForestService,https://www.instagram.com/u.s.forestservice,https://www.linkedin.com/company/usda-forest-service,https://twitter.com/forestservice,Home | US Forest Service,Celebrating Great Outdoors Month on the Continental Divide National Scenic Trail,
"Glamping sites with cabins, 94803, California, USA",New Woodland Group Camp,http://www.ebparks.org/parks/tilden,Campground,Campground,+1 510-544-2747,"Laurel Canyon Trail, Berkeley, CA 94708",Berkeley,4.5,"https://search.google.com/local/reviews?placeid=ChIJ58oKxeN7hYARPzhInoEAnh0&q=Glamping+sites+with+cabins,+94803,+California,+USA&authuser=0&hl=en&gl=US",3.0,https://lh5.googleusercontent.com/p/AF1QipMWU_0IAWapjhlhQfmX6cjsQtRyQQu2Y9Haovy9=w800-h500-k-no,"{""Children"": {""Good for kids"": true}}",,ChIJ58oKxeN7hYARPzhInoEAnh0,pferrario@ebparks.org,Paul Ferrario,Analyst,tanderson@ebparks.org,Timothy Anderson,Chief,jim.tallerico@ebparks.org,Jim Tallerico,Management Information Systems Directo,+1 510-544-2212,18883272757,15105442510,http://facebook.com/eastbayparks,https://www.instagram.com/ebrpd,http://www.linkedin.com/company/51832,http://twitter.com/ebrpd,Healthy Parks Healthy People | East Bay Parks,"73 parks. 125,000 acres. 1,250 miles of trails. 55 miles of shoreline. Serving Alameda and Contra Costa counties.",
"Summer camp for rent , 95442, California, USA",Boat-In Sites (LakeSonoma),https://www.recreation.gov/camping/campgrounds/233431,Campground,Campground,+1 707-431-4533,"3333 Skaggs Springs Rd, Geyserville, CA 95441",Geyserville,5.0,"https://search.google.com/local/reviews?placeid=ChIJ18bHePIDhIARm4wsveG0V2o&q=Summer+camp+for+rent+,+95442,+California,+USA&authuser=0&hl=en&gl=US",4.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=H6OVcqX7eU3HA8NDkv2b3A&cb_client=search.gws-prod.gps&w=800&h=500&yaw=114.67948&pitch=0&thumbfov=100,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}, ""Amenities"": {""Public restroom"": true}, ""Children"": {""Good for kids"": true}}",,ChIJ18bHePIDhIARm4wsveG0V2o,recservdesk@recreation.gov,,,roshanedward@yahoo.com,Roshan Edward,End User,gccampgrounds13@gmail.com,,,18054341996,13183776727,13369213390,https://www.facebook.com/Recreation.gov/,,http://www.linkedin.com/company/6501544,http://www.twitter.com/discover_MBS,"Recreation.gov - Camping, Cabins, RVs, Permits, Passes & More","We're here to help you dream up your next trip, figure out the details, and reserve experiences at over 3,600 facilities and 103,000 individual sites across the country.",
"Glamping sites with cabins, 95033, California, USA",Black Mountain Backpack Camp,http://www.openspace.org/preserves/pr_monte_bello.asp,"Campground, Children's camp",Campground,+1 650-691-1200,"Montebello Rd, Los Altos, CA 94022",Los Altos,4.7,"https://search.google.com/local/reviews?placeid=ChIJ_7PUbfWxj4ARAiUkZE9sj7M&q=Glamping+sites+with+cabins,+95033,+California,+USA&authuser=0&hl=en&gl=US",202.0,https://lh5.googleusercontent.com/p/AF1QipNtdmrGRrguFm3fpPxUXnHf3ktI-F2eTKOXpC7C=w800-h500-k-no,"{""Activities"": {""Hiking"": true}, ""Amenities"": {""Public restroom"": true}, ""Children"": {""Good for kids"": true, ""Kid-friendly hikes"": true}}",Campground in Monte Bello Open Space Preserve featuring basic tent sites & a toilet.,ChIJ_7PUbfWxj4ARAiUkZE9sj7M,gdunwoody@openspace.org,Garrett Dunwoody,Information Services And Technology Manager,adevill@openspace.org,amaury devillemandy,Chief Executive Officer,jford@openspace.org,jessi ford,Obstetrics And Gynecology Surgery Director,6506911200,16506911200,16509170244,http://www.facebook.com/midpenopenspace,https://instagram.com/midpenopenspace,http://www.linkedin.com/company/539238,http://twitter.com/mrosd,Midpeninsula Regional Open Space District,"The Midpeninsula Regional Open Space District helps plants, animals & people thrive by preserving a connected greenbelt of more than 65,000 acres throughout the greater Santa Cruz Mountains region.",
"Glamping sites with cabins, 94901, California, USA",Alice Eastwood Group Campsite,http://www.parks.ca.gov/,Campground,Campground,+1 415-388-2070,"753 Panoramic Hwy, Mill Valley, CA 94941",Mill Valley,4.5,"https://search.google.com/local/reviews?placeid=ChIJS7iMWlGQhYAR46uzyCVYoEg&q=Glamping+sites+with+cabins,+94901,+California,+USA&authuser=0&hl=en&gl=US",61.0,https://lh5.googleusercontent.com/p/AF1QipNKMEh_wTjeWukfXoELFcZFRNeCqujMXxv4-KYG=w800-h500-k-no,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}, ""Amenities"": {""Public restroom"": true}, ""Children"": {""Good for kids"": true}}","Campsite offering 2 large spaces for groups of 25 to 50 people, plus tables & grills.",ChIJS7iMWlGQhYAR46uzyCVYoEg,cfarmer@parks.ca.gov,c. farmer,Sergeant,howard.young@parks.ca.gov,howard young,Athletic Director,john.blascovich@parks.ca.gov,john blascovich,Vice President Operations And Global Procurement,+1 800-777-0369,14154560766,15308956144,https://www.facebook.com/columbiashp/,https://www.instagram.com/castateparkjobs,,https://twitter.com/CAStateParks,Contact Us,,
"Glamping sites with cabins, 94558, California, USA",R-Ranch At the Lake,http://r-ranch.net/,"Campground, Ranch, Recreation center",Campground,+1 707-252-0140,"1962 Capell Valley Rd, Napa, CA 94558",Napa,4.7,"https://search.google.com/local/reviews?placeid=ChIJaZOMHLL9hIARpeVB-1vrLsw&q=Glamping+sites+with+cabins,+94558,+California,+USA&authuser=0&hl=en&gl=US",359.0,https://lh5.googleusercontent.com/p/AF1QipO73D2vATSLQSK5B9D58q2Hp9fdGqqeqttIHQTl=w800-h500-k-no,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Activities"": {""Hiking"": true}, ""Amenities"": {""Barbecue grill"": true, ""Has a tennis court"": true, ""Picnic tables"": true, ""Public restroom"": true, ""Swings"": true}, ""Children"": {""Good for kids"": true, ""Kid-friendly hikes"": true, ""Playground"": true}, ""Pets"": {""Dogs allowed"": true}}",,ChIJaZOMHLL9hIARpeVB-1vrLsw,office@rranch.info,,,,,,,,,,,,https://www.facebook.com/rranchnapa/,,,,R-Ranch at the Lake,"Welcome to the R-Ranch! 1093 acres of beauty nestled in the rolling hills of North Napa, the ranch boasts fun for the whole family! From camping and hiking, to swimming and horseback riding, we have something for everyone!",
"Glamping sites with cabins, 94611, California, USA",Trails End Campsite,https://www.reserveamerica.com/explore/redwood-regional-park/EB/110458/1164/campsite-booking,Campground,Campground,,"RR7R+J3, Oakland, CA 94619",Oakland,5.0,"https://search.google.com/local/reviews?placeid=ChIJBdLkxhKJj4ARHEFFRyEZ5lI&q=Glamping+sites+with+cabins,+94611,+California,+USA&authuser=0&hl=en&gl=US",,,"{""Activities"": {""Hiking"": true}, ""Amenities"": {""Picnic tables"": true}, ""Children"": {""Good for kids"": true}}",,ChIJBdLkxhKJj4ARHEFFRyEZ5lI,fhelwig@reserveamerica.com,Frank Helwig,Senior Director Product Management,fmichaelis@reserveamerica.com,Frank Michaelis,Manager,gevans@reserveamerica.com,Gary Evans,Manager,15732228562,18054737220,17194860749,https://www.facebook.com/reserveamerica,,http://www.linkedin.com/company/4709430,https://www.twitter.com/reserveamerica,,,
"Glamping sites with cabins, 94611, California, USA",Oakland Pal Camp,,Campground,Campground,+1 510-530-2251,"10100 Skyline Blvd, Oakland, CA 94611",Oakland,5.0,"https://search.google.com/local/reviews?placeid=ChIJuWRKSNeHj4ARrCWBhggyDlA&q=Glamping+sites+with+cabins,+94611,+California,+USA&authuser=0&hl=en&gl=US",6.0,https://lh5.googleusercontent.com/p/AF1QipPXJOby8nEoLQMt3S9KRv81uDBlJaALf9yezH2U=w800-h500-k-no,{},,ChIJuWRKSNeHj4ARrCWBhggyDlA,,,,,,,,,,,,,,,,,,,
"Glamping sites with cabins, 95497, California, USA",Warren Group Camp Area,,Campground,Campground,,"Jenner, CA 95450",Jenner,5.0,"https://search.google.com/local/reviews?placeid=ChIJO0GrnxexhoARZQdBP4EPU5U&q=Glamping+sites+with+cabins,+95497,+California,+USA&authuser=0&hl=en&gl=US",1.0,https://lh5.googleusercontent.com/p/AF1QipP_NrChhbH3A95KFntw83smkuFqU7imQeS6A1Me=w800-h500-k-no,"{""Children"": {""Good for kids"": true}}",,ChIJO0GrnxexhoARZQdBP4EPU5U,,,,,,,,,,,,,,,,,,,
"Glamping sites with cabins, 95033, California, USA",Sunset Trail Camp,,Campground,Campground,,"Big Basin Redwoods State Park, Boulder Creek, CA 95006",Boulder Creek,4.9,"https://search.google.com/local/reviews?placeid=ChIJ75fn4ZtUjoAR9NG2iehtn4Y&q=Glamping+sites+with+cabins,+95033,+California,+USA&authuser=0&hl=en&gl=US",20.0,https://lh5.googleusercontent.com/p/AF1QipPIqmgAsUfOnbVXYn8I1XdyVHcJ8D6n1ZJA8Iqr=w800-h500-k-no,{},,ChIJ75fn4ZtUjoAR9NG2iehtn4Y,,,,,,,,,,,,,,,,,,,
"Glamping sites with cabins, 95476, California, USA",Sky Campground,https://www.recreation.gov/search?inventory_type=camping,Campground,Campground,,"Point Reyes Station, CA 94956",Point Reyes Station,4.7,"https://search.google.com/local/reviews?placeid=ChIJOwR7xBTEhYARolu0FCCLTfc&q=Glamping+sites+with+cabins,+95476,+California,+USA&authuser=0&hl=en&gl=US",262.0,https://lh5.googleusercontent.com/p/AF1QipOhrBrvIh1B7UyH_jpQxGLn5Nk1v_glw2SnRpIn=w800-h500-k-no,"{""Accessibility"": {""Wheelchair accessible entrance"": false, ""Wheelchair accessible parking lot"": false}, ""Activities"": {""Hiking"": true}, ""Amenities"": {""Picnic tables"": true, ""Public restroom"": true}, ""Children"": {""Good for kids"": true, ""Kid-friendly hikes"": true}}",Mountainside campground at Point Reyes National Seashore featuring a dozen tent sites.,ChIJOwR7xBTEhYARolu0FCCLTfc,recservdesk@recreation.gov,,,roshanedward@yahoo.com,Roshan Edward,End User,gccampgrounds13@gmail.com,,,18054341996,13183776727,13369213390,https://www.facebook.com/Recreation.gov/,,http://www.linkedin.com/company/6501544,http://www.twitter.com/discover_MBS,"Recreation.gov - Camping, Cabins, RVs, Permits, Passes & More","We're here to help you dream up your next trip, figure out the details, and reserve experiences at over 3,600 facilities and 103,000 individual sites across the country.",
"Glamping sites with cabins, 94022, California, USA",Towle Campground,https://www.cityofpaloalto.org/gov/depts/csd/parks/preserves/foothills/towle_campground/default.asp,Campground,Campground,+1 650-463-4900,"Wild Horse Fire Road, Portola Valley, CA 94028",Portola Valley,4.7,"https://search.google.com/local/reviews?placeid=ChIJefLL3Hivj4ARDDv2cqQhZNQ&q=Glamping+sites+with+cabins,+94022,+California,+USA&authuser=0&hl=en&gl=US",41.0,https://lh5.googleusercontent.com/p/AF1QipOhElfjpi1alUzMui7dbkgf1wIya_uGFKZh2HxX=w800-h500-k-no,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Amenities"": {""Picnic tables"": true, ""Public restroom"": true}, ""Children"": {""Good for kids"": true}}",,ChIJefLL3Hivj4ARDDv2cqQhZNQ,librarydirector@cityofpaloalto.org,Paula Simpson,Director Library,edwards.hooper@cityofpaloalto.org,edwards hooper,"Chief, Oce Phoenix Area Indian Health Service",laurie.garbarino@cityofpaloalto.org,laurie garbarino,Escrow Officer,6503292100,6503292161,6503292579,https://www.facebook.com/cityofpaloalto?ref=search,https://www.instagram.com/cityofpaloalto,http://www.linkedin.com/company/14995,https://twitter.com/cityofpaloalto,"Home – City of Palo Alto, CA","Palo Alto, known as the “Birthplace of Silicon Valley,” is home to 69,700 residents and nearly 100,000 jobs. Unique among city organizations, the City of Palo Alto operates a full-array of services including its own gas, electric, water, sewer, refuse and storm drainage provided at very competitive rates for its customers.",
"Cabin rentals with bunk beds, 94901, California, USA",Camp Liahona Redwoods,https://camping.churchofjesuschrist.org/,"Campground, Children's camp, Church of Jesus Christ of Latter-day Saints",Campground,+1 707-886-1822,"27010 Skaggs Springs Rd, Annapolis, CA 95412",Annapolis,4.8,https://search.google.com/local/reviews?placeid=ChIJkZLbbvKyhoARAK2Ep4hnLz8&q=*&authuser=0&hl=en&gl=US,62.0,https://lh5.googleusercontent.com/p/AF1QipPP9kXOpQux8rDy-IA2Y0vraBe530f57xo-4Mf-=w800-h500-k-no,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}}",,ChIJkZLbbvKyhoARAK2Ep4hnLz8,johnsmith@camping.churchofjesuschrist.org,,,,,,,,,18014049243,,,https://www.facebook.com/238573622927101,,,,,,
"Summer camp for rent , 95497, California, USA",Ocean Cove Campground,http://www.oceancove.org/,Campground,Campground,+1 707-847-3422,"23150 CA-1, Jenner, CA 95450",Jenner,4.6,"https://search.google.com/local/reviews?placeid=ChIJ6yf_5n-whoARsBIx98dRCwk&q=Summer+camp+for+rent+,+95497,+California,+USA&authuser=0&hl=en&gl=US",1195.0,https://lh5.googleusercontent.com/p/AF1QipMAy99eWOoqw2jySmCEiSSL7tLcrZomKCmoJqRz=w800-h500-k-no,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Activities"": {""Hiking"": true}, ""Amenities"": {""Picnic tables"": true, ""Public restroom"": true}, ""Children"": {""Good for kids"": true, ""Kid-friendly hikes"": true}, ""Pets"": {""Dogs allowed"": true}}",,ChIJ6yf_5n-whoARsBIx98dRCwk,g.manaro@oceancove.org,Gary Manaro,,,,,,,,,,,,,,,Ocean Cove Campground & Store – On the Northern California Coast,,
"Summer camp for rent , 95060, California, USA",Camp Cruz,http://www.campcruz.com/,Campground,Campground,+1 831-254-3802,"Eureka Canyon Rd, Watsonville, CA 95076",Watsonville,4.8,"https://search.google.com/local/reviews?placeid=ChIJ75JmlLQijoAR7uxrrNRHu-k&q=Summer+camp+for+rent+,+95060,+California,+USA&authuser=0&hl=en&gl=US",72.0,https://lh5.googleusercontent.com/p/AF1QipOtYIO8BvqvTzhKFnphflwLZZXBaxbjVMI8Fxjy=w800-h500-k-no,"{""From the business"": {""Identifies as Latino-owned"": true}, ""Activities"": {""Hiking"": true}, ""Amenities"": {""Gender-neutral restroom"": true, ""Picnic tables"": true, ""Public restroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Children"": {""Good for kids"": true}, ""Pets"": {""Dogs allowed"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as Latino-owned"": true}}",,ChIJ75JmlLQijoAR7uxrrNRHu-k,,,,,,,,,,,,,,,,,Home,,
"Glamping sites with cabins, 94937, California, USA",Coast Campground,https://www.nps.gov/pore/planyourvisit/campgrounds.htm,Campground,Campground,+1 415-464-5100,"Point Reyes Station, CA 94956",Point Reyes Station,4.7,https://search.google.com/local/reviews?placeid=ChIJXwGK3H_DhYAR11Uh5_7T77k&q=*&authuser=0&hl=en&gl=US,400.0,https://lh5.googleusercontent.com/p/AF1QipP2cB1lEh6tDhVNTteQbYSwQ3Es79g53PF3zkJD=w800-h500-k-no,"{""Accessibility"": {""Wheelchair accessible entrance"": false, ""Wheelchair accessible parking lot"": false}, ""Activities"": {""Hiking"": true}, ""Amenities"": {""Picnic tables"": true, ""Public restroom"": true}, ""Children"": {""Good for kids"": true, ""Kid-friendly hikes"": true}}","A hiking trail leads to this basic campsite with potable water, vaulted toilets & beach access.",ChIJXwGK3H_DhYAR11Uh5_7T77k,john_shomphe@nps.gov,john shomphe,Sales Consultant,lmcsweeney@nps.gov,laura mcsweeney,Associate Professor-Mathematics And Computer Science,robert_pyle@nps.gov,robert pyle,Chief Managing Director,+1 570-426-2452,2193951882,8007275847,//www.facebook.com/nationalparkservice,//www.instagram.com/nationalparkservice,https://www.linkedin.com/company/national-park-service,//www.twitter.com/natlparkservice,NPS.gov Homepage (U.S. National Park Service),The National Park Service cares for special places saved by the American people so that all may experience our heritage.,
"Glamping sites with cabins, 95030, California, USA",Huckleberry Group Camping Site,http://www.parkhere.org/,Campground,Campground,,"Mt Madonna Park,, Pole Line Rd, Gilroy, CA 95020",Gilroy,4.7,"https://search.google.com/local/reviews?placeid=ChIJY8H1x8kejoAR-OkMSt656O4&q=Glamping+sites+with+cabins,+95030,+California,+USA&authuser=0&hl=en&gl=US",230.0,https://lh5.googleusercontent.com/p/AF1QipPEO3_QK66aT6e2az2eLe_lzrZ7Ahbbm1trwoIN=w800-h500-k-no,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Activities"": {""Hiking"": true}, ""Amenities"": {""Picnic tables"": true, ""Public restroom"": true}, ""Children"": {""Good for kids"": true, ""Kid-friendly hikes"": true}}",,ChIJY8H1x8kejoAR-OkMSt656O4,w.burr@parkhere.org,William Burr,,r.schaut@parkhere.org,Robin Schaut,,a.millan@parkhere.org,Aniko Millan,,+1 408-355-2200,,,http://facebook.com/santaclaracountyparks,,http://www.linkedin.com/company/1579116,http://twitter.com/sccparks,,,
"Summer camp for rent , 94512, California, USA",Juniper Campground,,Campground,Campground,,"Walnut Creek, CA 94598",Walnut Creek,4.6,"https://search.google.com/local/reviews?placeid=ChIJezyWt030j4ARzKyRjgfXhSQ&q=Summer+camp+for+rent+,+94512,+California,+USA&authuser=0&hl=en&gl=US",761.0,https://lh5.googleusercontent.com/p/AF1QipPRIjHE0mrJVwOTg-OvtPlWv5YOPi_p8qVGUiS-=w800-h500-k-no,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Activities"": {""Hiking"": true}, ""Amenities"": {""Picnic tables"": true, ""Public restroom"": true}, ""Children"": {""Good for kids"": true, ""Kid-friendly hikes"": true}, ""Pets"": {""Dogs allowed"": true}}",,ChIJezyWt030j4ARzKyRjgfXhSQ,,,,,,,,,,,,,,,,,,,
